Moyenne_Generale,Note_Maths,Note_Physique,Note_Francais,Filiere_Bac,Recommendation
12.37,16.48,15.55,17.76,SM-B,ENSA / ENSAM
12.06,12.85,15.55,12.68,PC,FST
15.57,16.27,18.69,14.42,PC,CPGE (Prépas)
14.66,16.47,16.36,12.48,PC,CPGE (Prépas)
12.23,15.54,12.46,10.79,Eco-Gestion,ENCG
16.25,14.99,10.37,12.01,SVT,FST
12.61,14.68,10.73,14.17,SVT,FST
10.45,17.32,13.43,14.15,SM-A,ENSA / ENSAM
10.72,16.05,8.13,14.35,SVT,Faculté (Licence Fondamentale)
10.06,9.51,14.06,16.04,Eco-Gestion,Faculté (Licence Fondamentale)
12.18,13.29,20.0,16.32,PC,ENSA / ENSAM
16.7,14.12,12.95,15.95,SVT,FST
10.58,14.01,15.39,14.15,SM-B,ENSA / ENSAM
13.57,15.2,15.93,16.7,SM-B,ENSA / ENSAM
11.03,13.16,15.89,10.54,PC,ENSA / ENSAM
12.22,6.64,13.34,12.92,SVT,FST
10.0,12.14,8.04,12.44,Eco-Gestion,Faculté (Licence Fondamentale)
12.34,15.29,11.0,13.09,Eco-Gestion,ENCG
12.42,12.62,7.29,14.87,SVT,FST
14.62,13.49,13.12,9.85,SM-A,ENSA / ENSAM
13.67,15.65,14.3,13.0,SM-A,ENSA / ENSAM
10.0,14.19,17.01,15.5,SM-B,ENSA / ENSAM
16.25,13.65,15.04,11.26,PC,ENSA / ENSAM
13.63,15.38,12.2,10.12,SM-B,FST
13.6,15.72,16.6,17.9,PC,ENSA / ENSAM
12.97,13.4,15.28,11.78,PC,ENSA / ENSAM
11.45,13.36,14.68,13.81,PC,ENSA / ENSAM
13.65,14.06,14.98,16.75,PC,ENSA / ENSAM
14.43,17.69,14.5,14.67,Eco-Gestion,CPGE (Prépas)
10.0,14.29,16.57,15.28,SVT,ENSA / ENSAM
11.38,12.83,16.78,14.88,PC,FST
12.24,9.02,10.15,16.3,SVT,FST
13.77,10.35,13.5,12.47,PC,FST
16.58,13.06,6.93,12.62,Eco-Gestion,ENCG
10.68,15.46,11.21,15.82,Eco-Gestion,Faculté (Licence Fondamentale)
11.51,10.22,8.57,15.55,SVT,FST
11.46,13.11,7.44,10.6,SVT,FST
10.6,19.13,13.15,15.8,SM-B,ENSA / ENSAM
11.96,15.04,14.99,13.88,SM-B,ENSA / ENSAM
15.31,11.8,12.07,13.26,SM-A,FST
10.0,14.55,16.99,8.18,SM-B,ENSA / ENSAM
14.28,17.13,12.25,11.94,SM-B,CPGE (Prépas)
10.0,11.87,19.8,8.98,PC,Faculté (Licence Fondamentale)
11.32,15.76,11.55,17.8,SM-A,FST
12.01,16.8,15.27,17.42,SM-B,ENSA / ENSAM
18.02,16.29,15.44,13.4,SM-B,CPGE (Prépas)
12.18,13.69,9.52,12.36,SVT,FST
10.0,17.62,15.55,12.66,SM-A,ENSA / ENSAM
10.0,13.2,18.0,11.02,SM-A,ENSA / ENSAM
13.1,17.97,15.35,9.12,SM-A,ENSA / ENSAM
14.84,15.76,11.76,17.01,SVT,CPGE (Prépas)
14.13,11.45,13.11,7.71,Eco-Gestion,ENCG
13.5,15.0,12.45,11.88,SM-A,FST
16.49,16.94,13.79,15.59,SM-A,CPGE (Prépas)
11.38,9.43,13.66,16.93,SVT,FST
15.68,15.04,9.97,6.62,Eco-Gestion,CPGE (Prépas)
10.0,17.16,14.75,10.06,SM-A,ENSA / ENSAM
10.29,14.89,17.87,9.59,SM-A,ENSA / ENSAM
10.0,14.94,16.44,11.93,PC,ENSA / ENSAM
12.18,13.93,15.9,12.11,Eco-Gestion,ENSA / ENSAM
12.86,15.51,16.24,15.75,SM-B,ENSA / ENSAM
13.34,15.74,14.39,6.35,SM-A,ENSA / ENSAM
13.19,9.67,7.58,15.05,SVT,FST
10.22,13.51,15.43,12.97,PC,ENSA / ENSAM
12.43,14.26,18.11,16.89,SM-B,ENSA / ENSAM
10.0,19.24,16.37,12.91,SM-B,ENSA / ENSAM
17.09,17.23,14.64,10.39,PC,CPGE (Prépas)
12.09,10.2,12.57,10.71,SVT,FST
11.53,15.69,11.8,14.44,SM-B,FST
17.77,12.97,13.14,16.65,SM-B,FST
10.0,15.54,12.12,13.83,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,14.94,13.45,11.91,SM-B,ENSA / ENSAM
10.0,12.97,15.5,13.15,SM-A,Faculté (Licence Fondamentale)
12.8,14.13,18.14,14.82,SM-A,ENSA / ENSAM
14.29,15.38,15.03,13.0,PC,CPGE (Prépas)
15.22,15.25,16.31,17.81,PC,CPGE (Prépas)
20.0,11.39,9.49,14.9,SVT,FST
10.0,8.21,13.77,9.1,SVT,Faculté (Licence Fondamentale)
14.83,13.92,9.06,14.43,Eco-Gestion,ENCG
11.33,15.81,16.31,9.4,PC,ENSA / ENSAM
11.24,9.31,8.81,7.31,Eco-Gestion,FST
11.14,15.38,11.33,9.59,SVT,FST
10.27,18.91,13.6,13.75,SM-B,ENSA / ENSAM
18.05,9.52,4.95,8.91,Eco-Gestion,ENCG
15.53,15.1,16.8,14.04,SM-B,CPGE (Prépas)
13.07,12.42,4.97,16.81,Eco-Gestion,ENCG
17.05,12.67,10.64,16.4,Eco-Gestion,ENCG
10.0,15.74,14.46,12.26,SVT,ENSA / ENSAM
10.0,8.99,13.97,8.9,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,17.84,11.08,9.82,SVT,Faculté (Licence Fondamentale)
10.9,8.3,7.17,13.42,Eco-Gestion,Faculté (Licence Fondamentale)
13.49,11.98,7.29,11.93,Eco-Gestion,ENCG
13.31,11.26,17.18,12.84,PC,FST
13.45,13.24,13.42,12.1,PC,ENSA / ENSAM
10.0,10.76,11.95,13.5,SVT,Faculté (Licence Fondamentale)
15.41,14.38,9.55,7.42,Eco-Gestion,ENCG
13.72,17.98,13.13,9.68,SM-B,ENSA / ENSAM
15.2,15.91,15.6,11.41,SM-A,CPGE (Prépas)
10.0,10.38,9.83,17.25,SVT,Faculté (Licence Fondamentale)
13.93,13.99,14.06,10.13,PC,ENSA / ENSAM
10.0,13.5,16.48,14.45,PC,ENSA / ENSAM
11.81,12.37,8.47,11.73,SVT,FST
14.6,15.47,13.71,11.6,PC,CPGE (Prépas)
13.27,17.19,16.75,12.42,SM-B,ENSA / ENSAM
10.45,13.18,13.36,14.58,PC,ENSA / ENSAM
13.02,18.64,20.0,14.16,SM-A,ENSA / ENSAM
10.0,15.9,13.16,7.36,SM-A,ENSA / ENSAM
16.45,12.53,18.05,16.81,Eco-Gestion,ENCG
12.38,18.23,15.49,14.08,SM-B,ENSA / ENSAM
16.36,9.15,17.53,11.26,PC,FST
11.42,12.6,15.35,11.93,PC,FST
11.43,9.85,11.04,11.33,SVT,FST
10.71,12.3,6.54,12.36,Eco-Gestion,Faculté (Licence Fondamentale)
15.63,13.81,13.72,13.43,SM-A,ENSA / ENSAM
10.87,7.19,8.53,14.71,SVT,Faculté (Licence Fondamentale)
14.93,7.76,16.33,16.61,SVT,FST
11.85,13.01,14.43,13.61,PC,ENSA / ENSAM
10.0,13.11,11.0,11.62,SM-A,Faculté (Licence Fondamentale)
11.29,11.6,11.28,11.16,SVT,FST
10.0,16.55,13.01,9.59,PC,ENSA / ENSAM
13.1,13.46,7.52,9.4,Eco-Gestion,ENCG
10.0,16.25,12.89,12.6,SM-B,Faculté (Licence Fondamentale)
15.78,14.6,13.28,6.69,SM-A,ENSA / ENSAM
12.73,12.42,7.26,12.5,Eco-Gestion,ENCG
12.47,12.98,15.59,12.55,PC,FST
14.97,16.39,13.54,16.73,SM-B,CPGE (Prépas)
15.89,6.46,10.32,15.51,SVT,FST
12.94,13.43,8.08,10.58,Eco-Gestion,ENCG
10.69,8.98,12.8,10.78,SVT,Faculté (Licence Fondamentale)
10.0,12.77,11.79,20.0,SVT,Faculté (Licence Fondamentale)
10.94,16.63,13.38,8.62,SM-B,ENSA / ENSAM
11.15,15.45,14.76,6.37,SM-B,ENSA / ENSAM
13.32,9.86,11.89,11.4,SVT,FST
11.96,14.91,6.32,15.03,SVT,FST
15.06,17.83,16.91,8.3,SM-B,CPGE (Prépas)
11.16,14.63,14.66,8.78,PC,ENSA / ENSAM
12.83,15.17,13.19,15.76,SM-A,ENSA / ENSAM
16.55,13.54,7.54,10.83,SVT,FST
14.03,15.24,14.86,16.02,SM-B,CPGE (Prépas)
12.82,14.07,11.15,12.22,Eco-Gestion,ENCG
11.19,6.68,14.88,11.66,Eco-Gestion,FST
11.1,17.11,16.39,19.08,PC,ENSA / ENSAM
10.45,15.21,13.14,11.16,PC,ENSA / ENSAM
11.38,11.49,8.38,11.87,Eco-Gestion,FST
15.27,11.27,16.01,13.71,PC,FST
12.33,8.99,16.82,13.19,SVT,FST
10.0,14.37,11.74,13.18,SM-B,Faculté (Licence Fondamentale)
18.3,15.48,16.57,12.57,SM-A,Medecine / Pharmacie
13.96,13.61,18.34,14.31,SM-B,ENSA / ENSAM
10.0,15.49,15.33,14.42,SM-B,ENSA / ENSAM
11.67,11.14,16.32,11.65,PC,FST
13.33,17.01,13.52,11.19,SM-A,ENSA / ENSAM
18.11,16.99,14.69,3.11,SVT,CPGE (Prépas)
10.0,15.47,10.78,10.88,Eco-Gestion,Faculté (Licence Fondamentale)
15.93,8.98,8.15,10.96,SVT,FST
17.2,11.75,13.29,9.88,PC,FST
11.11,12.97,11.15,14.67,Eco-Gestion,FST
12.17,11.8,7.08,14.48,SVT,FST
10.0,13.99,16.29,9.5,SM-B,ENSA / ENSAM
12.39,12.63,15.28,15.02,PC,FST
12.89,16.35,15.04,18.66,SM-A,ENSA / ENSAM
14.98,12.33,12.92,9.76,SM-B,FST
16.27,12.46,13.56,15.06,SM-A,FST
10.76,10.23,10.0,7.83,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,14.41,14.08,14.93,SM-A,ENSA / ENSAM
12.94,12.65,14.09,16.26,SM-B,FST
13.88,15.11,10.77,16.84,SM-A,FST
13.75,15.47,17.74,7.77,PC,ENSA / ENSAM
12.02,17.02,14.45,11.47,PC,ENSA / ENSAM
13.37,14.59,16.89,12.46,SM-B,ENSA / ENSAM
17.55,13.45,11.23,12.71,SVT,FST
14.15,14.11,18.62,8.61,SM-A,ENSA / ENSAM
11.88,16.82,15.75,16.46,SM-B,ENSA / ENSAM
11.5,18.78,14.73,14.59,SM-A,ENSA / ENSAM
12.49,19.53,14.87,9.8,SM-B,ENSA / ENSAM
17.91,15.23,12.39,14.12,SM-A,CPGE (Prépas)
12.45,15.19,10.64,8.14,SVT,FST
12.94,18.04,11.45,8.36,SM-B,FST
11.55,13.64,16.5,14.27,PC,ENSA / ENSAM
16.3,11.8,16.28,13.2,SVT,FST
18.88,16.07,17.57,9.12,PC,Medecine / Pharmacie
14.35,11.49,17.37,11.49,SVT,FST
13.25,12.65,16.34,11.59,PC,FST
13.11,9.62,9.55,17.3,SVT,FST
10.0,15.73,12.34,8.46,SM-A,Faculté (Licence Fondamentale)
15.24,18.41,15.55,14.3,PC,CPGE (Prépas)
13.4,14.46,15.64,17.38,SM-A,ENSA / ENSAM
14.29,14.7,15.92,8.78,SM-B,ENSA / ENSAM
10.87,20.0,15.54,11.76,SM-A,ENSA / ENSAM
11.85,13.4,14.98,11.62,PC,ENSA / ENSAM
11.77,4.66,10.71,12.58,SVT,FST
16.06,16.98,13.95,10.69,SM-A,CPGE (Prépas)
11.86,11.98,6.16,13.43,Eco-Gestion,FST
19.25,6.41,14.36,15.05,SVT,FST
14.29,14.15,16.32,13.33,SM-B,ENSA / ENSAM
10.0,13.98,10.95,13.95,SM-B,Faculté (Licence Fondamentale)
12.61,12.41,18.19,13.04,PC,FST
11.04,9.9,16.39,14.73,SVT,FST
10.0,8.69,14.03,8.85,SM-A,Faculté (Licence Fondamentale)
17.8,14.4,14.71,14.06,SM-A,ENSA / ENSAM
15.11,16.52,17.16,14.91,SM-B,CPGE (Prépas)
14.6,13.72,11.6,16.86,SVT,FST
13.5,11.05,10.13,7.28,SVT,FST
10.0,18.11,14.85,20.0,SM-B,ENSA / ENSAM
11.55,15.19,15.18,14.64,SM-A,ENSA / ENSAM
15.53,13.8,15.72,13.1,SM-B,ENSA / ENSAM
10.0,11.09,14.52,10.29,SVT,Faculté (Licence Fondamentale)
10.0,16.55,17.91,10.88,SM-A,ENSA / ENSAM
12.32,11.11,18.04,14.42,Eco-Gestion,ENCG
12.57,14.99,16.61,11.3,SM-B,ENSA / ENSAM
13.41,7.31,15.12,9.69,SVT,FST
15.19,19.36,9.53,19.4,SVT,CPGE (Prépas)
14.91,11.26,18.05,14.5,PC,FST
13.78,15.68,17.94,11.51,PC,ENSA / ENSAM
16.59,13.38,14.9,13.67,SM-B,ENSA / ENSAM
10.0,15.06,15.56,13.99,SM-A,ENSA / ENSAM
14.51,9.27,12.18,12.2,Eco-Gestion,ENCG
14.88,9.9,13.36,10.67,Eco-Gestion,ENCG
10.0,15.09,15.14,17.12,SM-A,ENSA / ENSAM
10.0,14.39,17.06,12.11,PC,ENSA / ENSAM
10.76,11.76,10.85,13.88,SVT,Faculté (Licence Fondamentale)
11.02,13.41,18.68,11.88,PC,ENSA / ENSAM
15.26,12.59,20.0,12.02,SM-B,FST
11.16,16.63,18.81,15.84,PC,ENSA / ENSAM
10.43,15.6,15.57,9.18,SM-A,ENSA / ENSAM
11.17,19.98,13.3,12.24,SM-B,ENSA / ENSAM
16.36,16.2,14.79,11.03,SM-A,CPGE (Prépas)
13.04,18.79,16.9,13.97,SM-B,ENSA / ENSAM
12.46,10.8,14.19,11.61,SVT,FST
12.67,17.14,16.22,16.69,PC,ENSA / ENSAM
16.88,15.77,15.14,16.68,SM-A,CPGE (Prépas)
10.75,20.0,18.12,15.63,SM-B,ENSA / ENSAM
16.95,15.18,14.99,13.89,PC,CPGE (Prépas)
13.63,9.26,12.13,14.32,Eco-Gestion,ENCG
12.52,12.08,15.08,14.24,SM-A,FST
20.0,11.75,12.07,8.97,SVT,FST
10.0,14.45,17.07,13.0,SM-B,ENSA / ENSAM
11.94,16.68,13.91,13.06,SM-A,ENSA / ENSAM
10.0,11.4,16.69,18.42,SM-A,Faculté (Licence Fondamentale)
15.86,8.8,8.18,14.32,Eco-Gestion,ENCG
18.07,16.42,10.99,9.31,SVT,CPGE (Prépas)
18.01,11.37,7.91,10.99,Eco-Gestion,ENCG
16.67,15.39,13.14,10.67,SM-B,CPGE (Prépas)
12.41,14.15,16.43,8.73,PC,ENSA / ENSAM
11.9,16.79,14.24,15.16,SM-A,ENSA / ENSAM
10.0,17.56,13.91,14.84,SM-B,ENSA / ENSAM
19.11,14.33,17.65,10.6,SM-B,ENSA / ENSAM
14.41,13.06,10.44,9.95,SVT,FST
11.52,17.8,13.77,7.9,SM-A,ENSA / ENSAM
16.98,3.35,8.37,17.13,Eco-Gestion,ENCG
10.08,16.52,14.56,11.88,PC,ENSA / ENSAM
14.22,15.07,12.33,10.15,SM-A,CPGE (Prépas)
12.48,17.96,16.01,13.82,SM-A,ENSA / ENSAM
14.92,11.33,16.2,6.09,PC,FST
12.81,17.69,15.52,8.96,SM-B,ENSA / ENSAM
10.0,16.85,5.61,14.59,Eco-Gestion,Faculté (Licence Fondamentale)
13.23,17.11,12.52,12.89,SM-A,FST
16.15,12.73,9.31,9.8,SM-B,FST
12.91,10.15,12.93,13.2,SVT,FST
15.33,16.19,12.97,11.41,SM-B,CPGE (Prépas)
10.0,12.14,13.55,11.22,PC,Faculté (Licence Fondamentale)
12.92,12.22,9.28,12.03,Eco-Gestion,ENCG
11.13,15.39,15.0,9.0,PC,ENSA / ENSAM
15.24,13.69,11.8,13.99,SVT,FST
13.09,17.25,15.91,13.09,SM-B,ENSA / ENSAM
15.07,20.0,12.43,11.24,SM-A,CPGE (Prépas)
16.26,14.9,11.43,15.27,SVT,FST
15.07,14.34,18.75,9.98,PC,ENSA / ENSAM
13.82,18.68,17.34,9.37,SM-B,ENSA / ENSAM
10.01,15.26,15.91,11.18,PC,ENSA / ENSAM
12.99,12.22,12.98,15.12,SM-A,FST
11.4,14.44,10.37,15.45,SVT,FST
11.97,14.84,11.46,10.83,SVT,FST
11.88,13.32,12.46,15.02,Eco-Gestion,FST
10.06,15.73,13.28,11.47,PC,ENSA / ENSAM
10.0,6.3,13.24,12.36,Eco-Gestion,Faculté (Licence Fondamentale)
11.0,13.29,6.57,17.2,SVT,Faculté (Licence Fondamentale)
13.58,13.61,16.55,13.35,SM-B,ENSA / ENSAM
10.0,11.43,10.19,11.09,Eco-Gestion,Faculté (Licence Fondamentale)
13.05,18.59,15.03,9.19,SM-B,ENSA / ENSAM
18.7,10.85,11.39,15.69,Eco-Gestion,ENCG
16.07,12.79,14.92,13.07,PC,FST
17.93,15.75,13.26,14.52,PC,CPGE (Prépas)
14.17,10.61,10.03,19.0,SVT,FST
16.5,13.61,17.51,15.16,PC,ENSA / ENSAM
10.83,8.46,5.46,15.46,Eco-Gestion,Faculté (Licence Fondamentale)
11.07,8.75,6.01,16.08,Eco-Gestion,FST
10.0,13.96,13.45,18.92,SM-B,ENSA / ENSAM
16.56,12.68,12.49,11.62,SM-A,FST
17.62,11.28,8.32,9.52,Eco-Gestion,ENCG
11.34,19.02,15.53,14.76,SM-B,ENSA / ENSAM
12.24,11.59,11.87,15.8,SVT,FST
10.74,12.01,16.53,15.09,PC,Faculté (Licence Fondamentale)
14.15,17.09,19.9,13.21,PC,CPGE (Prépas)
16.37,15.42,2.99,17.66,Eco-Gestion,CPGE (Prépas)
10.0,12.55,15.52,14.32,PC,Faculté (Licence Fondamentale)
14.23,11.54,11.59,17.76,SVT,FST
12.17,15.23,12.83,18.44,SM-A,FST
13.34,13.58,16.77,15.59,Eco-Gestion,ENSA / ENSAM
14.38,8.03,12.94,10.05,SVT,FST
12.44,16.01,14.85,8.15,SM-B,ENSA / ENSAM
12.69,14.37,19.41,13.72,SM-A,ENSA / ENSAM
12.36,11.47,16.44,11.81,Eco-Gestion,ENCG
15.91,13.82,17.98,11.8,PC,ENSA / ENSAM
14.26,9.76,4.24,10.19,Eco-Gestion,ENCG
13.66,14.11,15.32,11.17,SM-B,ENSA / ENSAM
10.0,18.32,13.88,17.2,PC,ENSA / ENSAM
11.86,16.44,16.61,15.24,SM-A,ENSA / ENSAM
15.7,5.35,10.97,12.21,Eco-Gestion,ENCG
13.11,8.6,12.38,18.15,SVT,FST
14.98,10.65,13.93,9.26,SM-B,FST
18.3,12.22,10.02,11.18,Eco-Gestion,ENCG
16.12,14.07,15.91,20.0,SVT,ENSA / ENSAM
13.28,9.78,5.54,14.68,Eco-Gestion,ENCG
11.47,19.22,16.63,17.82,SM-B,ENSA / ENSAM
10.0,11.32,9.17,13.35,Eco-Gestion,Faculté (Licence Fondamentale)
12.49,13.34,17.33,15.91,PC,ENSA / ENSAM
12.02,16.1,17.02,13.74,PC,ENSA / ENSAM
14.17,14.38,5.11,13.63,SVT,FST
12.54,14.1,16.43,12.74,PC,ENSA / ENSAM
12.04,16.86,13.85,16.39,SM-A,ENSA / ENSAM
10.0,16.95,15.3,10.91,SM-A,ENSA / ENSAM
10.18,14.45,11.62,10.73,Eco-Gestion,Faculté (Licence Fondamentale)
14.43,15.89,16.26,14.65,SM-A,CPGE (Prépas)
18.15,16.97,15.19,16.08,SM-A,Medecine / Pharmacie
12.71,18.48,16.47,11.24,SM-B,ENSA / ENSAM
13.98,13.88,13.91,18.86,SM-B,ENSA / ENSAM
15.86,16.56,19.25,12.64,SM-A,CPGE (Prépas)
10.57,15.48,14.85,12.72,SM-B,ENSA / ENSAM
14.1,14.45,12.7,14.5,SM-A,FST
10.78,15.16,18.33,11.7,SVT,ENSA / ENSAM
15.59,15.29,13.46,16.38,SM-B,CPGE (Prépas)
13.45,17.63,13.25,10.29,SM-A,ENSA / ENSAM
13.9,17.91,15.77,15.28,SM-A,ENSA / ENSAM
10.65,9.35,5.37,10.38,Eco-Gestion,Faculté (Licence Fondamentale)
15.12,14.06,17.33,11.71,SVT,ENSA / ENSAM
19.25,18.83,13.49,8.82,SVT,Medecine / Pharmacie
10.0,12.64,13.59,5.72,Eco-Gestion,Faculté (Licence Fondamentale)
11.98,13.93,14.52,14.2,Eco-Gestion,ENSA / ENSAM
13.69,11.81,10.48,12.31,Eco-Gestion,ENCG
15.36,11.65,14.62,11.75,PC,FST
11.32,16.23,13.89,10.39,SM-A,ENSA / ENSAM
10.0,15.52,16.74,11.38,PC,ENSA / ENSAM
17.08,17.01,14.09,13.19,SM-B,CPGE (Prépas)
15.28,14.93,9.19,9.48,Eco-Gestion,ENCG
10.0,15.71,12.27,12.17,SM-A,Faculté (Licence Fondamentale)
11.18,15.44,10.07,14.59,SM-A,FST
17.7,15.63,17.36,13.65,SM-B,Medecine / Pharmacie
17.34,14.21,14.57,12.6,SVT,ENSA / ENSAM
15.82,16.0,11.85,16.72,SM-A,CPGE (Prépas)
12.47,11.56,7.98,15.22,SVT,FST
13.25,11.64,14.14,15.72,SM-A,FST
12.61,13.12,14.56,11.75,PC,ENSA / ENSAM
16.38,5.97,13.15,12.63,Eco-Gestion,ENCG
10.37,11.18,10.19,13.04,SVT,Faculté (Licence Fondamentale)
10.58,15.31,15.9,8.92,PC,ENSA / ENSAM
16.03,17.15,16.0,13.62,SM-A,Medecine / Pharmacie
12.87,15.23,11.09,16.33,Eco-Gestion,ENCG
17.14,16.81,17.16,10.76,PC,Medecine / Pharmacie
10.99,11.61,14.72,8.51,Eco-Gestion,Faculté (Licence Fondamentale)
12.84,15.22,14.31,10.4,SM-A,ENSA / ENSAM
10.23,17.75,15.75,10.87,SM-A,ENSA / ENSAM
13.02,15.21,15.68,10.33,PC,ENSA / ENSAM
10.0,14.57,15.87,15.82,SM-A,ENSA / ENSAM
11.54,15.03,16.09,17.75,SM-B,ENSA / ENSAM
10.0,8.22,12.07,15.49,Eco-Gestion,Faculté (Licence Fondamentale)
15.08,15.81,17.48,19.6,SM-A,CPGE (Prépas)
15.15,16.69,14.53,15.93,SM-A,CPGE (Prépas)
10.0,17.68,9.96,12.99,SM-B,Faculté (Licence Fondamentale)
17.0,10.82,12.19,12.42,Eco-Gestion,ENCG
20.0,11.74,8.41,15.2,SVT,FST
13.14,19.31,13.3,8.81,SM-B,ENSA / ENSAM
11.08,16.04,14.94,16.51,SM-B,ENSA / ENSAM
20.0,8.31,9.39,6.56,Eco-Gestion,ENCG
10.0,18.75,15.5,11.61,SM-B,ENSA / ENSAM
13.06,8.03,7.31,14.24,Eco-Gestion,ENCG
13.54,13.79,15.21,19.13,SM-B,ENSA / ENSAM
17.04,10.96,8.12,14.15,Eco-Gestion,ENCG
14.08,8.32,16.16,17.21,Eco-Gestion,ENCG
11.5,11.51,8.31,11.72,SVT,FST
10.15,15.41,15.77,16.12,SM-A,ENSA / ENSAM
11.97,8.89,14.03,14.85,Eco-Gestion,FST
10.0,12.98,13.83,13.35,PC,Faculté (Licence Fondamentale)
13.14,8.82,14.07,9.63,SVT,FST
11.31,13.64,10.76,11.32,SVT,FST
10.0,15.79,17.16,9.42,SM-A,ENSA / ENSAM
16.77,15.18,13.5,12.88,SM-B,CPGE (Prépas)
11.51,14.63,11.46,9.83,SM-B,FST
10.0,16.91,11.74,13.64,Eco-Gestion,Faculté (Licence Fondamentale)
12.5,11.15,10.85,11.71,SVT,FST
13.21,13.58,11.3,9.49,Eco-Gestion,ENCG
10.0,14.51,11.08,14.24,PC,Faculté (Licence Fondamentale)
13.99,13.18,14.81,9.42,SM-B,ENSA / ENSAM
10.0,12.01,12.73,17.51,Eco-Gestion,Faculté (Licence Fondamentale)
18.13,7.38,13.93,13.39,Eco-Gestion,ENCG
14.57,10.65,13.28,12.29,SVT,FST
11.8,15.44,14.02,11.1,PC,ENSA / ENSAM
10.76,15.89,18.97,12.89,PC,ENSA / ENSAM
12.69,3.64,10.4,13.1,Eco-Gestion,ENCG
14.84,13.53,16.67,11.57,PC,ENSA / ENSAM
12.92,15.68,13.67,16.71,PC,ENSA / ENSAM
12.35,16.65,8.26,10.26,SVT,FST
13.18,13.23,7.44,11.52,SVT,FST
11.19,16.21,17.48,18.94,PC,ENSA / ENSAM
11.97,12.51,9.17,13.15,Eco-Gestion,FST
10.0,15.7,14.73,12.93,SM-B,ENSA / ENSAM
15.92,9.2,11.85,8.77,Eco-Gestion,ENCG
13.9,9.85,10.64,6.22,Eco-Gestion,ENCG
10.68,17.54,10.89,15.01,SM-B,Faculté (Licence Fondamentale)
18.7,8.12,9.79,14.56,SVT,FST
13.26,18.59,11.35,7.05,Eco-Gestion,ENCG
10.0,15.91,15.54,13.21,PC,ENSA / ENSAM
15.57,15.12,11.55,13.02,PC,CPGE (Prépas)
14.19,10.77,14.67,15.18,SVT,FST
14.18,7.12,14.79,14.35,SVT,FST
11.72,7.36,11.17,16.1,SVT,FST
14.35,13.57,17.76,8.46,SM-A,ENSA / ENSAM
12.21,14.42,13.11,17.13,SM-A,ENSA / ENSAM
14.67,13.02,13.67,14.34,PC,ENSA / ENSAM
10.0,13.98,13.0,12.19,Eco-Gestion,Faculté (Licence Fondamentale)
11.7,16.51,13.7,18.02,SM-A,ENSA / ENSAM
18.17,15.43,14.25,15.38,Eco-Gestion,CPGE (Prépas)
10.7,17.04,12.51,14.9,SM-B,Faculté (Licence Fondamentale)
11.19,14.23,18.53,15.42,PC,ENSA / ENSAM
11.66,17.1,11.63,12.73,SM-A,FST
10.0,12.88,16.5,11.75,PC,Faculté (Licence Fondamentale)
10.0,15.45,15.92,11.7,SM-B,ENSA / ENSAM
12.31,16.24,11.96,10.5,SM-B,FST
13.41,15.31,13.54,16.74,PC,ENSA / ENSAM
12.84,17.95,14.46,20.0,SM-A,ENSA / ENSAM
12.57,16.49,14.1,15.24,PC,ENSA / ENSAM
13.13,12.2,8.67,9.79,Eco-Gestion,ENCG
16.07,14.98,9.21,12.69,Eco-Gestion,ENCG
12.43,9.24,8.76,12.62,Eco-Gestion,ENCG
11.28,13.16,3.23,13.05,Eco-Gestion,FST
12.16,9.76,15.21,20.0,Eco-Gestion,ENCG
14.74,15.28,11.56,13.35,SM-B,CPGE (Prépas)
17.24,15.59,18.94,18.0,SM-A,Medecine / Pharmacie
11.12,17.73,13.83,15.03,SM-A,ENSA / ENSAM
13.3,12.8,11.72,8.33,SVT,FST
14.02,16.12,16.22,12.7,PC,CPGE (Prépas)
10.02,14.8,13.41,13.95,SM-B,ENSA / ENSAM
13.06,12.5,16.58,9.84,SM-B,FST
10.0,9.88,19.64,10.43,PC,Faculté (Licence Fondamentale)
10.0,12.56,18.27,18.56,PC,Faculté (Licence Fondamentale)
14.1,7.4,8.13,10.35,Eco-Gestion,ENCG
11.85,17.87,18.28,9.76,SM-B,ENSA / ENSAM
13.61,18.83,13.58,14.01,SM-B,ENSA / ENSAM
12.95,11.46,15.76,12.67,PC,FST
10.07,13.37,16.77,9.98,PC,ENSA / ENSAM
12.86,14.23,15.88,17.03,SM-A,ENSA / ENSAM
10.0,11.93,12.51,15.27,Eco-Gestion,Faculté (Licence Fondamentale)
17.17,14.49,8.14,10.67,SVT,FST
10.0,9.93,16.79,14.52,Eco-Gestion,Faculté (Licence Fondamentale)
12.41,16.93,15.73,9.04,SM-B,ENSA / ENSAM
10.0,19.88,15.96,15.17,SM-A,ENSA / ENSAM
14.71,10.47,17.56,11.93,PC,FST
12.01,8.03,8.14,9.21,SVT,FST
11.44,13.44,15.12,11.84,SM-B,ENSA / ENSAM
15.56,13.0,16.03,12.61,SVT,FST
13.09,5.27,10.27,16.58,Eco-Gestion,ENCG
14.55,15.83,18.06,14.36,SM-A,CPGE (Prépas)
10.06,6.49,11.33,13.89,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,16.16,19.64,15.72,PC,ENSA / ENSAM
